1131916,野木,11319,宇都宮線
1131917,間々田,11319,宇都宮線
1131918,小山,11319,宇都宮線
1131919,小金井,11319,宇都宮線
1131920,自治医大,11319,宇都宮線
1131921,石橋,11319,宇都宮線
1131922,雀宮,11319,宇都宮線
1131923,宇都宮,11319,宇都宮線
1131924,岡本,11319,宇都宮線
1131925,宝積寺,11319,宇都宮線
1131926,氏家,11319,宇都宮線
1131927,蒲須坂,11319,宇都宮線
1131928,片岡,11319,宇都宮線
1131929,矢板,11319,宇都宮線
1131930,野崎,11319,宇都宮線
1131931,西那須野,11319,宇都宮線
1131932,那須塩原,11319,宇都宮線
1131933,黒磯,11319,宇都宮線
1132001,上野,11320,JR常磐線(上野〜取手)
1132002,日暮里,11320,JR常磐線(上野〜取手)
1132003,三河島,11320,JR常磐線(上野〜取手)
1132004,南千住,11320,JR常磐線(上野〜取手)
1132005,北千住,11320,JR常磐線(上野〜取手)
1132006,綾瀬,11320,JR常磐線(上野〜取手)
1132007,亀有,11320,JR常磐線(上野〜取手)
1132008,金町,11320,JR常磐線(上野〜取手)
1132009,松戸,11320,JR常磐線(上野〜取手)
1132010,北松戸,11320,JR常磐線(上野〜取手)
1132011,馬橋,11320,JR常磐線(上野〜取手)
1132012,新松戸,11320,JR常磐線(上野〜取手)
1132013,北小金,11320,JR常磐線(上野〜取手)
1132014,南柏,11320,JR常磐線(上野〜取手)
1132015,柏,11320,JR常磐線(上野〜取手)
1132016,北柏,11320,JR常磐線(上野〜取手)
1132017,我孫子,11320,JR常磐線(上野〜取手)
1132018,天王台,11320,JR常磐線(上野〜取手)
1122901,取手,11229,JR常磐線(取手〜いわき)
1132019,取手,11320,JR常磐線(上野〜取手)
1122902,藤代,11229,JR常磐線(取手〜いわき)
1122903,佐貫,11229,JR常磐線(取手〜いわき)
1122904,牛久,11229,JR常磐線(取手〜いわき)
1122905,ひたち野うしく,11229,JR常磐線(取手〜いわき)
1122906,荒川沖,11229,JR常磐線(取手〜いわき)
1122907,土浦,11229,JR常磐線(取手〜いわき)
1122908,神立,11229,JR常磐線(取手〜いわき)
1122909,高浜,11229,JR常磐線(取手〜いわき)
1122910,石岡,11229,JR常磐線(取手〜いわき)
1122911,羽鳥,11229,JR常磐線(取手〜いわき)
1122912,岩間,11229,JR常磐線(取手〜いわき)
1122913,友部,11229,JR常磐線(取手〜いわき)
1122914,内原,11229,JR常磐線(取手〜いわき)
1122915,赤塚,11229,JR常磐線(取手〜いわき)
1122916,偕楽園,11229,JR常磐線(取手〜いわき)
1122917,水戸,11229,JR常磐線(取手〜いわき)
1122918,勝田,11229,JR常磐線(取手〜いわき)
1122919,佐和,11229,JR常磐線(取手〜いわき)
1122920,東海,11229,JR常磐線(取手〜いわき)
1122921,大甕,11229,JR常磐線(取手〜いわき)
1122922,常陸多賀,11229,JR常磐線(取手〜いわき)
1122923,日立,11229,JR常磐線(取手〜いわき)
1122924,小木津,11229,JR常磐線(取手〜いわき)
1122925,十王,11229,JR常磐線(取手〜いわき)
